(5754,15,4776,344)	[(5754,15,4776,344); (5754,6,5033,56); (5754,21,1973,54)]	[(5754,15,4776,344); (5151,15,4776,344); (5162,15,4776,344)]
(5151,15,4776,344)	[(5151,15,4776,344); (5151,15,114,331); (5151,15,524,344)]	[(5151,15,4776,344); (1095,15,4776,336); (1095,15,4776,335)]
(5162,15,4776,344)	[(5162,15,4776,344); (4108,15,85,340); (4235,15,524,343)]	[(5162,15,4776,344); (5754,15,4776,344); (41,15,4776,329)]
(1849,11,1539,344)	[(1849,11,1539,344); (1849,11,1539,343); (1849,11,1539,342)]	[(1849,11,1539,344); (1849,11,1539,343); (1849,11,1539,342)]
(2766,11,1539,344)	[(2766,11,1539,344); (2766,11,1539,343); (2766,11,1539,342)]	[(2766,11,1539,344); (2766,11,1539,343); (2766,11,1539,342)]
(2658,11,1539,344)	[(2658,11,1539,344); (2658,11,1539,343); (2658,11,1539,342)]	[(2658,11,1539,344); (2658,11,1539,343); (2658,11,1539,342)]
(1128,11,524,344)	[(1128,11,524,344); (1128,11,524,343); (1128,11,524,342)]	[(1128,11,524,344); (1128,11,524,343); (1128,11,524,342)]
(2277,11,524,344)	[(2277,11,524,344); (2277,11,524,343); (2277,11,524,342)]	[(2277,11,524,344); (2277,11,524,343); (2277,11,524,342)]
(3211,11,524,344)	[(3211,11,524,344); (3211,11,524,343); (3211,11,524,342)]	[(3211,11,524,344); (3211,11,524,343); (3211,11,524,342)]
(2078,15,524,344)	[(2078,15,524,344); (2078,15,524,343); (2078,15,524,342)]	[(2078,15,524,344); (2078,15,524,343); (2078,15,524,342)]
(4235,15,524,344)	[(4235,15,524,344); (4235,15,524,343); (4235,15,524,342)]	[(4235,15,524,344); (4235,15,524,343); (4235,15,524,342)]
(3628,15,524,344)	[(3628,15,524,344); (3628,15,524,343); (3628,15,524,342)]	[(3628,15,524,344); (3628,15,524,343); (3628,15,524,342)]
(4750,18,1573,344)	[(4750,18,1573,344); (4750,18,1573,343); (4750,18,1573,342)]	[(4750,18,1573,344); (4750,18,1573,343); (4750,18,1573,342)]
(2766,18,1573,344)	[(2766,18,1573,344); (2766,18,1573,343); (2766,18,1573,342)]	[(2766,18,1573,344); (2766,18,1573,343); (2766,18,1573,342)]
(2561,18,1573,344)	[(2561,18,1573,344); (2561,18,1573,343); (2561,18,1573,342)]	[(2561,18,1573,344); (2561,18,1573,343); (2561,18,1573,342)]
(2474,6,4768,344)	[(2474,6,4768,344); (2474,6,4768,343); (2474,6,4768,342)]	[(2474,6,4768,344); (2474,6,4768,343); (2474,6,4768,342)]
(2474,6,3074,344)	[(2474,6,3074,344); (2474,6,3074,343); (2474,6,3074,342)]	[(2474,6,3074,344); (2474,6,3074,343); (2474,6,3074,342)]
(2474,6,4167,344)	[(2474,6,4167,344); (2474,6,4167,343); (2474,6,4167,342)]	[(2474,6,4167,344); (2474,6,4167,343); (2474,6,4167,342)]
(2474,6,3883,344)	[(2474,6,3883,344); (2474,6,3883,343); (2474,6,3883,342)]	[(2474,6,3883,344); (2474,6,3883,343); (2474,6,3883,342)]
(5075,6,4768,344)	[(5075,6,4768,344); (5075,6,4768,343); (5075,6,4768,342)]	[(5075,6,4768,344); (5075,6,4768,343); (5075,6,4768,342)]
(5075,6,3074,344)	[(5075,6,3074,344); (5075,6,3074,343); (5075,6,3074,342)]	[(5075,6,3074,344); (5075,6,3074,343); (5075,6,3074,342)]
(5075,6,4167,344)	[(5075,6,4167,344); (5075,6,4167,343); (5075,6,4167,342)]	[(5075,6,4167,344); (5075,6,4167,343); (5075,6,4167,342)]
(5075,6,3883,344)	[(5075,6,3883,344); (5075,6,3883,343); (5075,6,3883,342)]	[(5075,6,3883,344); (5075,6,3883,343); (5075,6,3883,342)]
(2574,6,4768,344)	[(2574,6,4768,344); (2574,6,4768,343); (2574,6,4768,342)]	[(2574,6,4768,344); (2574,6,4768,343); (2574,6,4768,342)]
(2574,6,3074,344)	[(2574,6,3074,344); (2574,6,3074,343); (2574,6,3074,342)]	[(2574,6,3074,344); (2574,6,3074,343); (2574,6,3074,342)]
(2574,6,4167,344)	[(2574,6,4167,344); (2574,6,4167,343); (2574,6,4167,342)]	[(2574,6,4167,344); (2574,6,4167,343); (2574,6,4167,342)]
(2574,6,3883,344)	[(2574,6,3883,344); (2574,6,3883,343); (2574,6,3883,342)]	[(2574,6,3883,344); (2574,6,3883,343); (2574,6,3883,342)]
(4254,11,1539,344)	[(4254,11,1539,344); (4254,11,1539,343); (4254,11,1539,337)]	[(4254,11,1539,344); (4254,11,1539,343); (4254,11,1539,337)]
(5151,11,1539,344)	[(5151,11,1539,344); (5151,11,1539,343); (5151,11,1539,342)]	[(5151,11,1539,344); (5151,11,1539,343); (5151,11,1539,342)]
(3099,11,1539,344)	[(3099,11,1539,344); (3099,11,1539,343); (3099,11,1539,337)]	[(3099,11,1539,344); (3099,11,1539,343); (3099,11,1539,337)]
(581,11,4030,344)	[(581,11,4030,344); (581,11,4030,343); (581,11,4030,342)]	[(581,11,4030,344); (581,11,4030,343); (581,11,4030,342)]
(1460,11,4030,344)	[(1460,11,4030,344); (1460,11,4030,332); (1460,11,4030,331)]	[(1460,11,4030,344); (1460,11,4030,332); (1460,11,4030,331)]
(599,9,3018,344)	[(599,9,3018,344); (599,9,524,306); (599,9,3018,195)]	[(599,9,3018,344); (599,9,3018,195); (2878,9,3018,295)]
(162,11,59,344)	[(162,11,59,344); (162,11,59,343); (162,11,4811,342)]	[(162,11,59,344); (162,11,59,343); (1128,11,59,344)]
(162,11,5588,344)	[(162,11,5588,344); (162,11,5588,343); (162,11,524,341)]	[(162,11,5588,344); (162,11,5588,343); (1128,11,5588,344)]
(162,22,5044,344)	[(162,22,5044,344); (162,22,5044,343); (162,22,5044,342)]	[(162,22,5044,344); (162,22,5044,343); (162,22,5044,342)]
