(5754,15,4776,344)	[(5754,15,4776,344); (5754,6,5033,56); (5754,21,1973,54); (4235,15,524,343); (4108,15,85,340)]	[(5754,15,4776,344); (5151,15,4776,344); (5162,15,4776,344); (1095,15,4776,336); (1095,15,4776,335)]
(5151,15,4776,344)	[(5151,15,4776,344); (5151,15,114,331); (5151,15,524,344); (5151,15,524,343); (5151,15,524,342)]	[(5151,15,4776,344); (1095,15,4776,336); (1095,15,4776,335); (1095,15,4776,334); (1095,15,4776,333)]
(5162,15,4776,344)	[(5162,15,4776,344); (4108,15,85,340); (4235,15,524,343); (2308,15,5557,327); (4031,15,2533,317)]	[(5162,15,4776,344); (5754,15,4776,344); (41,15,4776,329); (1095,15,4776,336); (1095,15,4776,335)]
(1849,11,1539,344)	[(1849,11,1539,344); (1849,11,1539,343); (1849,11,1539,342); (1849,11,1539,310); (1849,11,1539,309)]	[(1849,11,1539,344); (1849,11,1539,343); (1849,11,1539,342); (1849,11,1539,310); (1849,11,1539,309)]
(2766,11,1539,344)	[(2766,11,1539,344); (2766,11,1539,343); (2766,11,1539,342); (2766,11,1539,310); (2766,11,1539,309)]	[(2766,11,1539,344); (2766,11,1539,343); (2766,11,1539,342); (2766,11,1539,310); (2766,11,1539,309)]
(2658,11,1539,344)	[(2658,11,1539,344); (2658,11,1539,343); (2658,11,1539,342); (2658,11,1539,310); (2658,11,1539,309)]	[(2658,11,1539,344); (2658,11,1539,343); (2658,11,1539,342); (2658,11,1539,310); (2658,11,1539,309)]
(1128,11,524,344)	[(1128,11,524,344); (1128,11,524,343); (1128,11,524,342); (1128,11,524,341); (1128,11,524,340)]	[(1128,11,524,344); (1128,11,524,343); (1128,11,524,342); (1128,11,524,341); (1128,11,524,340)]
(2277,11,524,344)	[(2277,11,524,344); (2277,11,524,343); (2277,11,524,342); (2277,11,524,341); (2277,11,524,340)]	[(2277,11,524,344); (2277,11,524,343); (2277,11,524,342); (2277,11,524,341); (2277,11,524,340)]
(3211,11,524,344)	[(3211,11,524,344); (3211,11,524,343); (3211,11,524,342); (3211,11,524,341); (3211,11,524,340)]	[(3211,11,524,344); (3211,11,524,343); (3211,11,524,342); (3211,11,524,341); (3211,11,524,340)]
(2078,15,524,344)	[(2078,15,524,344); (2078,15,524,343); (2078,15,524,342); (2078,15,524,341); (2078,15,524,340)]	[(2078,15,524,344); (2078,15,524,343); (2078,15,524,342); (2078,15,524,341); (2078,15,524,340)]
(4235,15,524,344)	[(4235,15,524,344); (4235,15,524,343); (4235,15,524,342); (4235,15,524,341); (4235,15,524,340)]	[(4235,15,524,344); (4235,15,524,343); (4235,15,524,342); (4235,15,524,341); (4235,15,524,340)]
(3628,15,524,344)	[(3628,15,524,344); (3628,15,524,343); (3628,15,524,342); (3628,15,524,341); (3628,15,524,340)]	[(3628,15,524,344); (3628,15,524,343); (3628,15,524,342); (3628,15,524,341); (3628,15,524,340)]
(4750,18,1573,344)	[(4750,18,1573,344); (4750,18,1573,343); (4750,18,1573,342); (4750,18,3573,328); (4750,18,3573,313)]	[(4750,18,1573,344); (4750,18,1573,343); (4750,18,1573,342); (4284,18,1573,341); (4284,18,1573,340)]
(2766,18,1573,344)	[(2766,18,1573,344); (2766,18,1573,343); (2766,18,1573,342); (2766,18,1573,341); (2766,18,1573,340)]	[(2766,18,1573,344); (2766,18,1573,343); (2766,18,1573,342); (2766,18,1573,341); (2766,18,1573,340)]
(2561,18,1573,344)	[(2561,18,1573,344); (2561,18,1573,343); (2561,18,1573,342); (2561,18,3573,313); (2561,18,3573,311)]	[(2561,18,1573,344); (2561,18,1573,343); (2561,18,1573,342); (2766,18,1573,344); (2766,18,1573,343)]
(2474,6,4768,344)	[(2474,6,4768,344); (2474,6,4768,343); (2474,6,4768,342); (2474,6,4768,341); (2474,6,4768,340)]	[(2474,6,4768,344); (2474,6,4768,343); (2474,6,4768,342); (2474,6,4768,341); (2474,6,4768,340)]
(2474,6,3074,344)	[(2474,6,3074,344); (2474,6,3074,343); (2474,6,3074,342); (2474,6,3074,341); (2474,6,3074,340)]	[(2474,6,3074,344); (2474,6,3074,343); (2474,6,3074,342); (2474,6,3074,341); (2474,6,3074,340)]
(2474,6,4167,344)	[(2474,6,4167,344); (2474,6,4167,343); (2474,6,4167,342); (2474,6,4167,341); (2474,6,4167,340)]	[(2474,6,4167,344); (2474,6,4167,343); (2474,6,4167,342); (2474,6,4167,341); (2474,6,4167,340)]
(2474,6,3883,344)	[(2474,6,3883,344); (2474,6,3883,343); (2474,6,3883,342); (2474,6,3883,341); (2474,6,3883,340)]	[(2474,6,3883,344); (2474,6,3883,343); (2474,6,3883,342); (2474,6,3883,341); (2474,6,3883,340)]
(5075,6,4768,344)	[(5075,6,4768,344); (5075,6,4768,343); (5075,6,4768,342); (5075,6,4768,341); (5075,6,4768,340)]	[(5075,6,4768,344); (5075,6,4768,343); (5075,6,4768,342); (5075,6,4768,341); (5075,6,4768,340)]
(5075,6,3074,344)	[(5075,6,3074,344); (5075,6,3074,343); (5075,6,3074,342); (5075,6,3074,341); (5075,6,3074,340)]	[(5075,6,3074,344); (5075,6,3074,343); (5075,6,3074,342); (5075,6,3074,341); (5075,6,3074,340)]
(5075,6,4167,344)	[(5075,6,4167,344); (5075,6,4167,343); (5075,6,4167,342); (5075,6,4167,341); (5075,6,4167,340)]	[(5075,6,4167,344); (5075,6,4167,343); (5075,6,4167,342); (5075,6,4167,341); (5075,6,4167,340)]
